Ticker,Option Type,Alerted At,Day of Week,Time of Day,Expiry,Days to Exp.,Strike,Underlying,Diff %,Volume,Open Interest,Vol/OI,Implied Volatility,Delta,Gamma,Vega,Theta,Rho,Alert Ask,Score
OXY,Put,2021-12-29 09:07,GOOD|Wednesday,OKAY|09:07,2021-12-31,BEST|1,BAD|$28,BEST|$29.58,BEST|-5.34%,BAD|20860,BAD|939,OKAY|2221.51,OKAY|54.04%,BAD|-0.1204,BAD|0.1414,OKAY|0.0047,OKAY|-0.0578,OKAY|-0.0002,BAD|$6,51.56%
BBD,Call,2021-12-29 09:10,GOOD|Wednesday,BEST|09:10,2022-06-17,GOOD|169,GOOD|$3.5,BEST|$3.38,GOOD|3.55%,BAD|28811,GOOD|4177,GOOD|689.75,BAD|45.96%,BEST|0.5165,BAD|0.4089,GOOD|0.0092,BEST|-0.0011,BAD|0.0063,BEST|$40,70.31%
BBBY,Put,2021-12-29 09:19,BAD|Wednesday,BAD|09:19,2022-01-07,BEST|8,OKAY|$13.5,OKAY|$15.17,BAD|-11.01%,BAD|415,OKAY|135,BAD|307.41,GOOD|182.91%,BAD|-0.2916,BAD|0.0772,BAD|0.0083,BAD|-0.0842,GOOD|-0.0013,BAD|$97,40.62%
UPST,Put,2021-12-29 09:19,OKAY|Wednesday,OKAY|09:19,2022-04-14,OKAY|105,OKAY|$90,OKAY|$148.23,BAD|-39.28%,BAD|400,BEST|14,GOOD|2857.14,BAD|95.44%,OKAY|-0.111,OKAY|0.0024,OKAY|0.1516,OKAY|-0.0684,BEST|-0.0593,GOOD|$540,54.69%
EEM,Put,2021-12-29 09:45,OKAY|Wednesday,OKAY|09:45,2023-03-17,OKAY|442,GOOD|$44,BAD|$48.58,OKAY|-9.43%,BEST|25000,OKAY|3040,GOOD|822.37,GOOD|18.62%,GOOD|-0.3167,OKAY|0.0275,OKAY|0.1881,OKAY|-0.0052,BAD|-0.2017,GOOD|$350,57.81%
SPY,Put,2021-12-29 09:55,OKAY|Wednesday,GOOD|09:55,2022-03-31,GOOD|91,OKAY|$408,OKAY|$476.69,OKAY|-14.41%,BAD|3992,GOOD|260,BAD|1535.38,BAD|27.16%,BAD|-0.1167,OKAY|0.003,GOOD|0.476,OKAY|-0.0685,BAD|-0.1424,GOOD|$390,50%
FXI,Call,2021-12-29 09:58,OKAY|Wednesday,OKAY|09:58,2022-09-16,BAD|260,BAD|$47,BEST|$35.65,GOOD|31.84%,BAD|4633,BAD|13,GOOD|35638.46,GOOD|23.51%,BAD|0.0978,BAD|0.0243,BAD|0.0533,OKAY|-0.0023,BAD|0.0224,GOOD|$32,46.88%
DVN,Call,2021-12-29 10:01,BAD|Wednesday,BAD|10:01,2022-04-14,BEST|105,BAD|$49,BAD|$44.15,OKAY|10.99%,BAD|7870,BAD|302,BEST|2605.96,BEST|49.77%,OKAY|0.3858,BAD|0.0335,BAD|0.0893,BAD|-0.0214,GOOD|0.0361,BEST|$270,50%
UAL,Put,2021-12-29 10:05,BAD|Wednesday,GOOD|10:05,2022-02-04,OKAY|36,OKAY|$35,BAD|$44.81,GOOD|-21.89%,GOOD|1000,BAD|5,OKAY|20000,BAD|58.93%,OKAY|-0.0812,OKAY|0.0177,BAD|0.0216,OKAY|-0.0169,GOOD|-0.0038,BAD|$36,46.88%
UVXY,Call,2021-12-29 10:17,OKAY|Wednesday,BEST|10:17,2022-02-04,OKAY|36,BAD|$10,BAD|$12.93,OKAY|-22.66%,OKAY|370,OKAY|1,OKAY|37000,BAD|92.43%,BAD|0.8298,GOOD|0.0607,BAD|0.0104,BAD|-0.0141,BAD|0.006,OKAY|$325,43.75%
HIMX,Call,2021-12-29 10:23,OKAY|Wednesday,BEST|10:23,2022-01-28,BAD|29,BAD|$16,BAD|$14.83,BAD|7.89%,BEST|502,BAD|3,BAD|16733.33,OKAY|69.5%,OKAY|0.3725,BEST|0.1327,OKAY|0.0161,BAD|-0.0179,BAD|0.0036,BAD|$85,45.31%
QCOM,Call,2021-12-29 10:31,BAD|Wednesday,BAD|10:31,2022-04-14,OKAY|105,GOOD|$195,GOOD|$185.57,BAD|5.08%,GOOD|1228,OKAY|292,GOOD|420.55,BAD|36.69%,OKAY|0.441,OKAY|0.0108,OKAY|0.3939,GOOD|-0.0682,OKAY|0.1999,BAD|$1085,50%
SABR,Call,2021-12-29 10:31,BAD|Wednesday,GOOD|10:31,2022-02-18,BAD|50,OKAY|$10,BAD|$8.52,BEST|17.37%,GOOD|1538,BAD|238,BAD|646.22,GOOD|62.36%,GOOD|0.2808,BEST|0.1753,BAD|0.0108,OKAY|-0.0063,BAD|0.0029,BAD|$34,50%
IWM,Call,2021-12-29 10:35,BEST|Wednesday,GOOD|10:35,2022-02-18,BAD|50,OKAY|$239,OKAY|$222.49,BAD|7.42%,BAD|7720,OKAY|652,BAD|1184.05,BAD|18.72%,BAD|0.1664,GOOD|0.0159,BEST|0.2121,BAD|-0.0378,BAD|0.0497,BEST|$134,50%
MMAT,Call,2021-12-29 10:41,OKAY|Wednesday,BAD|10:41,2022-02-18,BAD|50,OKAY|$2,OKAY|$2.53,BAD|-20.95%,OKAY|1302,BAD|74,OKAY|1759.46,OKAY|123.04%,BAD|0.781,OKAY|0.2429,GOOD|0.0029,BAD|-0.0038,OKAY|0.0017,OKAY|$80,42.19%
ANY,Call,2021-12-29 10:49,BEST|Wednesday,BEST|10:49,2022-01-21,BEST|22,BEST|$2.5,BEST|$2.85,BEST|-12.28%,BEST|801,BEST|14,BEST|5721.43,BEST|112.06%,BEST|0.7216,BEST|0.4008,BEST|0.0024,BEST|-0.0061,BEST|0.0008,BEST|$56,100%
MS,Put,2021-12-29 10:49,OKAY|Wednesday,OKAY|10:49,2022-07-15,OKAY|197,GOOD|$92.5,GOOD|$99.09,GOOD|-6.65%,OKAY|300,BAD|79,OKAY|379.75,OKAY|29.43%,OKAY|-0.3512,BAD|0.0176,OKAY|0.2675,OKAY|-0.0199,BAD|-0.1912,OKAY|$580,50%
XLF,Put,2021-12-29 10:52,GOOD|Wednesday,OKAY|10:52,2022-01-21,BEST|22,OKAY|$35.5,OKAY|$39.18,GOOD|-9.39%,OKAY|2751,GOOD|106,GOOD|2595.28,OKAY|26.93%,BEST|-0.0745,OKAY|0.051,OKAY|0.0142,BAD|-0.0082,OKAY|-0.0018,BAD|$9,59.38%
XBI,Put,2021-12-29 10:56,OKAY|Wednesday,OKAY|10:56,2022-01-14,BAD|15,OKAY|$105,BAD|$112.15,BAD|-6.38%,BAD|2017,GOOD|63,BAD|3201.59,BAD|39.21%,OKAY|-0.1986,BAD|0.0302,BAD|0.0661,OKAY|-0.0795,BAD|-0.0097,OKAY|$110,37.5%
SOFI,Call,2021-12-29 11:05,BAD|Wednesday,BEST|11:05,2022-07-15,GOOD|197,OKAY|$10,BEST|$14.52,OKAY|-31.13%,GOOD|3011,BAD|907,GOOD|331.97,GOOD|82.67%,BAD|0.8271,OKAY|0.0292,OKAY|0.0279,BAD|-0.0058,BAD|0.0336,BAD|$585,53.12%
DIDI,Put,2021-12-29 11:06,BAD|Wednesday,BAD|11:06,2022-01-21,BAD|22,BAD|$4.5,BAD|$4.98,OKAY|-9.64%,BAD|772,BEST|153,OKAY|504.58,BEST|97.13%,BAD|-0.3352,GOOD|0.2908,OKAY|0.0045,BAD|-0.0095,OKAY|-0.0013,BAD|$34,43.75%
LCID,Put,2021-12-29 11:09,OKAY|Wednesday,OKAY|11:09,2022-08-19,GOOD|232,OKAY|$47,GOOD|$36.44,OKAY|28.98%,OKAY|339,GOOD|2,GOOD|16950,GOOD|86.17%,GOOD|-0.5039,GOOD|0.0154,GOOD|0.1141,GOOD|-0.021,OKAY|-0.2192,OKAY|$1770,64.06%
VIXY,Call,2021-12-29 11:15,BAD|Wednesday,GOOD|11:15,2022-01-21,BAD|22,BAD|$13.5,BAD|$15.49,BAD|-12.85%,BAD|300,GOOD|2,BAD|15000,BAD|47.83%,BAD|0.8426,BAD|0.1054,BAD|0.0094,BAD|-0.0118,BAD|0.0068,BAD|$220,31.25%
ICLN,Call,2021-12-29 11:26,BAD|Wednesday,BAD|11:26,2022-06-17,GOOD|169,BAD|$24,BAD|$20.96,BAD|14.5%,BAD|3700,BAD|52,BAD|7115.38,OKAY|27.84%,BAD|0.2764,GOOD|0.0841,BAD|0.0477,OKAY|-0.0039,BAD|0.023,BAD|$65,34.38%
QYLD,Put,2021-12-29 11:33,NEW|Wednesday,NEW|11:33,2022-05-20,NEW|141,NEW|$21,NEW|$22.72,NEW|-7.57%,NEW|4621,NEW|1429,NEW|323.37,NEW|11.86%,NEW|-0.397,NEW|0.2391,NEW|0.0515,NEW|-0.0021,NEW|-0.0357,NEW|$50,0%
BSX,Put,2021-12-29 11:40,GOOD|Wednesday,BAD|11:40,2022-05-20,OKAY|141,BAD|$38,GOOD|$43.09,GOOD|-11.81%,OKAY|2639,GOOD|212,BAD|1244.81,BAD|29.31%,GOOD|-0.2147,BAD|0.0372,OKAY|0.079,GOOD|-0.008,BEST|-0.0369,BAD|$112,53.12%
M,Call,2021-12-29 11:47,OKAY|Wednesday,BAD|11:47,2022-01-07,BEST|8,BAD|$29,OKAY|$27.2,GOOD|6.62%,OKAY|2719,OKAY|204,BAD|1332.84,BAD|63.02%,BAD|0.2823,BAD|0.1232,BAD|0.0146,BAD|-0.0513,BEST|0.0018,BAD|$45,43.75%
TNA,Put,2021-12-29 11:50,OKAY|Wednesday,OKAY|11:50,2022-01-07,BEST|8,OKAY|$90,BAD|$84.77,OKAY|6.17%,BEST|3412,BAD|337,BAD|1012.46,GOOD|55.43%,GOOD|-0.737,OKAY|0.044,OKAY|0.0438,BAD|-0.1337,BAD|-0.0142,OKAY|$640,51.56%
YINN,Call,2021-12-29 12:00,GOOD|Wednesday,GOOD|12:00,2022-02-18,GOOD|50,GOOD|$7,GOOD|$7.75,GOOD|-9.68%,BEST|438,GOOD|111,GOOD|394.59,GOOD|79.66%,GOOD|0.69,GOOD|0.155,GOOD|0.0102,GOOD|-0.0078,BEST|0.0057,GOOD|$135,78.12%
IQ,Call,2021-12-29 12:05,OKAY|Wednesday,BAD|12:05,2022-01-07,BAD|8,BEST|$4.5,BEST|$4.02,BAD|11.94%,GOOD|2155,BAD|140,GOOD|1539.29,BAD|117.81%,BAD|0.3066,GOOD|0.4746,OKAY|0.0022,OKAY|-0.0144,BAD|0.0003,OKAY|$14,50%
SPCE,Put,2021-12-29 12:08,OKAY|Wednesday,BAD|12:08,2022-04-14,BAD|105,BEST|$11,BAD|$13.09,BAD|-15.97%,BAD|2009,OKAY|135,BAD|1488.15,OKAY|82.09%,BAD|-0.2674,BAD|0.0566,BEST|0.0233,BAD|-0.009,BEST|-0.0125,BAD|$123,43.75%
F,Call,2021-12-29 12:16,OKAY|Wednesday,BAD|12:16,2022-02-18,BAD|50,OKAY|$26,BAD|$20.63,BAD|26.03%,BAD|20118,OKAY|2793,BAD|720.3,BAD|49.87%,OKAY|0.1272,OKAY|0.0536,BAD|0.0161,OKAY|-0.0078,OKAY|0.0033,BAD|$22,35.94%
WISH,Call,2021-12-29 12:38,BAD|Wednesday,GOOD|12:38,2022-02-04,BAD|36,GOOD|$3.5,OKAY|$3,OKAY|16.67%,OKAY|711,BAD|11,BEST|6463.64,OKAY|114.38%,BAD|0.4088,BAD|0.3567,GOOD|0.0037,GOOD|-0.0057,BAD|0.001,BEST|$29,53.12%
PG,Call,2021-12-29 12:51,OKAY|Wednesday,BAD|12:51,2022-06-17,OKAY|169,BAD|$185,OKAY|$164.38,BAD|12.54%,BAD|1268,OKAY|83,BAD|1527.71,BAD|17.37%,OKAY|0.1647,BAD|0.0128,GOOD|0.2817,BAD|-0.0141,BAD|0.1141,BAD|$162,35.94%
MU,Call,2021-12-29 13:15,BEST|Wednesday,BAD|13:15,2022-01-07,OKAY|8,OKAY|$101,BAD|$96.03,BAD|5.18%,BAD|2410,BEST|341,BAD|706.74,BAD|42.68%,OKAY|0.239,BEST|0.0482,BAD|0.0471,BAD|-0.1106,GOOD|0.0055,BAD|$88,46.88%
ABBV,Put,2021-12-29 13:27,OKAY|Wednesday,BAD|13:27,2022-01-21,BAD|22,OKAY|$128,BAD|$135.61,OKAY|-5.61%,OKAY|767,GOOD|205,BAD|374.15,OKAY|22.58%,GOOD|-0.1902,OKAY|0.0358,BAD|0.0927,BEST|-0.0445,OKAY|-0.0155,BAD|$84,46.88%
PINS,Call,2021-12-29 13:30,BAD|Wednesday,OKAY|13:30,2022-01-21,BAD|22,OKAY|$38,GOOD|$36.04,GOOD|5.44%,BAD|5134,OKAY|774,OKAY|663.31,BAD|53.83%,BAD|0.3736,GOOD|0.078,BAD|0.0343,OKAY|-0.04,GOOD|0.0078,BAD|$120,45.31%
VXX,Call,2021-12-29 13:43,BAD|Wednesday,BEST|13:43,2022-01-28,GOOD|29,GOOD|$17.5,GOOD|$18.78,BAD|-6.82%,OKAY|707,BEST|54,GOOD|1309.26,BAD|69.71%,OKAY|0.6715,BEST|0.0962,BEST|0.0194,BAD|-0.0227,GOOD|0.0074,GOOD|$218,65.62%
FXI,Call,2021-12-29 13:49,OKAY|Wednesday,BAD|13:49,2022-09-16,BAD|260,BEST|$48,BEST|$35.69,GOOD|34.49%,OKAY|4902,BAD|101,BAD|4853.47,BAD|24.14%,BAD|0.0899,OKAY|0.022,GOOD|0.0502,OKAY|-0.0022,BAD|0.0205,GOOD|$29,50%
NRZ,Call,2021-12-29 13:53,OKAY|Wednesday,BAD|13:53,2022-01-21,OKAY|22,OKAY|$8,OKAY|$11.02,OKAY|-27.4%,OKAY|7786,OKAY|1503,OKAY|518.03,BAD|116.47%,OKAY|1,OKAY|0,OKAY|0,OKAY|-0.2048,OKAY|0,BAD|$305,45.31%

