time_to_first_minus_thirty,company_name,time_to_first_plus_twenty,strike_price,low_return,ever_itm,time_to_first_plus_thirty_timestamp,avg_return,underlying_purchase_price,theo,delta,time_to_first_plus_hundred,time_spent_below_zero_in_hours,avg_ask,time_to_first_plus_ten,time_to_first_plus_fifty,industry_type,time_to_first_minus_ten,gamma,itm_time,low,expires_at,tier,implied_volatility,time_spent_above_fifty_in_hours,vega,time_to_first_minus_thirty_timestamp,time_to_first_minus_fifty,time_to_first_minus_ten_timestamp,amount_of_time_above_hundred_percent,bid,time_to_first_plus_hundred_timestamp,high_date_time,emojis,time_to_first_minus_fifty_timestamp,avg_seven_day_return,amount_of_time_above_zero_percent,days_to_expiry,time_to_first_minus_twenty,high_diff_time,time_to_first_plus_ten_timestamp,ticker_symbol,amount_of_time_above_thirty_percent,amount_of_time_above_itm_percent,time_to_first_plus_twenty_timestamp,time_spent_above_hundred_in_hours,avg_one_day_return,time_to_first_plus_fourty_timestamp,sector,current_return,alert_time,diff,amount_of_time_below_zero_percent,avg_fourteen_day_return,time_to_first_minus_fourty,buy_amount,theta,time_to_first_plus_fourty,avg_three_day_return,id,amount_of_time_above_ten_percent,option_symbol,time_to_first_minus_twenty_timestamp,ask,tags,time_to_first_plus_thirty,time_to_first_minus_fourty_timestamp,volume,option_type,high_return,low_date_time,avg_twentyone_day_return,low_diff_time,open_interest,high,time_spent_above_thirty_in_hours,time_to_first_plus_fifty_timestamp,rho,amount_of_time_above_fifty_percent
265.5127778,Freeport-McMoRan Inc,144.2666667,32,-94.52054795,TRUE,2021-07-08 13:46:56Z,18.20558402,37.1,0.3632,-0.1308,167.2008333,71194.30944,0.431450382,0.16,167.2008333,Copper  Nickel  Lead  and Zinc Mining,23.48027778,0.0409,2021-07-19 14:04:37Z,0.02,2021-07-30,free,0.4947,32467.66333,0.0223,2021-07-12 16:05:39Z,504.0016667,2021-07-02 14:03:42Z,8.905852417,0.35,2021-07-08 13:46:56Z,2021-07-19 14:20:55Z,???????,2021-07-22 14:34:59Z,22.22484648,43.00254453,-41,27.86166667,431.7672222,2021-07-01 14:44:29Z,FCX,26.97201018,1.526717557,2021-07-07 14:50:53Z,13269.29389,-4.109589041,2021-07-08 13:46:56Z,Basic Materials,-94.52054795,2021-07-01 14:34:53Z,-13.74663073,56.99745547,12.20052463,504.0016667,115121,-0.019,167.2008333,-4.109589041,29538a56-543b-42f4-a4c1-6055a4e4575a,37.40458015,FCX210730P00032000,2021-07-02 18:26:35Z,0.38,-,167.2008333,2021-07-22 14:34:59Z,3154,put,338.3561644,2021-07-26 16:04:08Z,30.9667319,601.4875,173,1.6,37097.07722,2021-07-08 13:46:56Z,-0.4184,23.40966921
1.026666667,Airbnb Inc - Class A,,180,-98.57651246,FALSE,,-78.33270235,155.9,1.3886,0.1439,,52502.65056,0.304425532,0.129444444,,Travel Agencies,0.129444444,0.0114,,0.02,2021-07-23,premium,0.5165,0,0.0873,2021-07-01 15:38:28Z,24.63694444,2021-07-01 14:44:38Z,0,1.35,,2021-07-01 15:20:33Z,?????,2021-07-02 15:15:05Z,-60.95311775,0,-48,1.026666667,0.728055556,2021-07-01 14:44:38Z,ABNB,0,0,,0,-37.45127944,,Leisure/Arts/Hospitality,-98.57651246,2021-07-01 14:36:52Z,15.45862733,100,-73.95833333,23.73527778,275942,-0.1013,,-37.45127944,409f022d-1c1e-48ec-bbe7-4c4f01818335,0,ABNB210723C00180000,2021-07-01 15:38:28Z,1.46,-,,2021-07-02 14:20:59Z,1964,call,-3.914590747,2021-07-19 14:03:53Z,-78.33270235,431.4502778,361,1.35,0,,1.2838,0
,Gap  Inc.,5.331111111,31,3.910614525,TRUE,2021-07-06 14:19:52Z,186.7302743,34.4,0.895,-0.2429,359.0222222,0,2.566235955,0.263055556,119.8602778,Family Clothing Stores,,0.0547,2021-07-14 20:00:02Z,0.93,2021-08-20,free,0.4483,428580.6233,0.0399,,,,70.08426966,0.88,2021-07-16 13:46:52Z,2021-08-19 20:09:43Z,?????,,46.07155593,100,-20,,1181.403056,2021-07-01 15:01:19Z,GPS,93.82022472,77.10674157,2021-07-01 20:05:24Z,394968.4111,15.11105055,2021-07-06 14:19:52Z,Consumer Discretionary,397.2067039,2021-07-01 14:45:32Z,-9.88372093,0,53.37190742,,31235.5,-0.0181,119.5722222,15.11105055,ddf6c28b-2a19-4dfd-9d5d-c6261791dc39,98.73595506,GPS210820P00031000,,0.91,-,119.5722222,,349,put,508.9385475,2021-07-02 14:56:25Z,138.9655038,24.18138889,109,5.45,468162.7689,2021-07-06 14:37:09Z,-1.2729,84.26966292
,Coupang Inc - Class A,358.9997222,25,0,FALSE,2021-07-16 13:45:55Z,63.93402265,41.37,0.6,-0.0721,767.2716667,8246.877222,0.983604136,0.257777778,431.8880556,Electronic Shopping,,0.0086,,0.6,2021-11-19,premium,0.6169,435892.9706,0.0351,,,,1.772525849,0.55,2021-08-02 14:02:14Z,2021-08-16 14:20:24Z,????????,,8.796296296,97.19350074,71,,1103.574444,2021-07-01 15:01:24Z,CPNG,87.44460857,0,2021-07-16 13:45:55Z,11277.45361,8.796296296,2021-07-19 14:39:13Z,Retail Trade,41.66666667,2021-07-01 14:45:56Z,-39.56973652,2.806499261,14.77272727,,239220,-0.0081,431.8880556,8.796296296,863af974-8cab-4a21-a4cd-dc45c63bb501,94.97784343,CPNG211119P00025000,,0.65,-,358.9997222,,3987,put,133.3333333,2021-07-01 19:10:47Z,35.60606061,4.414166667,290,1.4,653042.9264,2021-07-19 14:39:13Z,-1.3854,56.4254062
647.215,Apple Inc,22.94027778,146,-93.02325581,TRUE,2021-07-02 14:03:23Z,267.6372281,136.49,0.86,0.1746,119.2152778,33466.49278,3.161680162,0.22,25.28722222,Electronic Computer Manufacturing,0.8175,0.0272,2021-07-13 14:21:01Z,0.06,2021-07-30,premium,0.2445,142164.4939,0.0995,2021-07-28 14:01:43Z,694.9519444,2021-07-01 15:37:52Z,77.73279352,0.85,2021-07-06 14:01:44Z,2021-07-15 14:19:18Z,?????,2021-07-30 13:45:56Z,163.4410721,88.05668016,-41,647.215,335.5080556,2021-07-01 15:02:01Z,AAPL,83.40080972,41.09311741,2021-07-02 13:45:14Z,139690.3217,32.33125355,2021-07-02 14:20:27Z,Technology,-90.69767442,2021-07-01 14:48:49Z,6.96754341,11.94331984,296.0194924,676.9169444,384248,-0.0416,23.52722222,32.33125355,2d95e083-d9c4-4578-8453-0e72a2706432,85.62753036,AAPL210730C00146000,2021-07-28 14:01:43Z,0.87,-,23.24277778,2021-07-29 19:43:50Z,4468,call,586.0465116,2021-07-30 15:14:42Z,301.1498348,696.4313889,491,5.9,143653.5222,2021-07-02 16:06:03Z,1.8407,81.57894737
23.48416667,Alibaba Group Holding Ltd - ADR,,325,-97.5708502,FALSE,,-76.62984946,225.88,1.235,0.0621,,818367.445,0.288621359,0.181388889,,Software Publishers,0.778888889,0.0025,,0.03,2021-10-15,premium,0.4091,0,0.1491,2021-07-02 14:20:48Z,121.1291667,2021-07-01 15:38:29Z,0,1.2,,2021-07-01 15:02:38Z,??????????????,2021-07-06 15:59:30Z,-42.07036158,0,36,22.89722222,0.181388889,2021-07-01 15:02:38Z,BABA,0,0,,0,-21.71422929,,Retail Trade,-97.5708502,2021-07-01 14:51:45Z,43.8817071,100,-48.63446099,119.1722222,858572,-0.0287,,-21.71422929,bb550a65-7843-42c7-8181-37717a9d94ae,0,BABA211015C00325000,2021-07-02 13:45:35Z,1.27,-,,2021-07-06 14:02:05Z,6952,call,-1.214574899,2021-09-07 18:23:53Z,-54.73844778,1635.535556,428,1.22,0,,3.7232,0
0.748055556,NIO Inc - ADR,,57,-91.30434783,FALSE,,-61.23188406,53.02,0.2323,0.1372,,191.5583333,0.089166667,0.150277778,,Automobile Manufacturing,0.449722222,0.0639,,0.02,2021-07-02,free,1.1073,0,0.0068,2021-07-01 15:37:51Z,0.748055556,2021-07-01 15:19:57Z,0,0.22,,2021-07-01 15:01:59Z,???????????????,2021-07-01 15:37:51Z,-61.23188406,0,-69,0.449722222,0.150277778,2021-07-01 15:01:59Z,NIO,0,0,,0,-61.23188406,,Consumer Durables,-91.30434783,2021-07-01 14:52:58Z,7.506601283,100,-61.23188406,0.748055556,199939,-0.3003,,-61.23188406,4184453b-b4cb-48fc-b81d-707186913df0,0,NIO210702C00057000,2021-07-01 15:19:57Z,0.24,-,,2021-07-01 15:37:51Z,8693,call,-4.347826087,2021-07-02 14:03:20Z,-61.23188406,23.17277778,2137,0.22,0,,0.0241,0
0.723055556,XPeng Inc - ADR,,50,-76.74418605,FALSE,,-50.64599483,46.19,0.2153,0.1364,,47.62361111,0.106111111,0.125277778,,Automobile Manufacturing,0.424722222,0.0681,,0.05,2021-07-02,premium,1.1871,0,0.0059,2021-07-01 15:38:03Z,2.184444444,2021-07-01 15:20:09Z,0,0.21,,2021-07-01 16:13:37Z,???????????????,2021-07-01 17:05:44Z,-50.64599483,0,-69,0.424722222,1.315833333,2021-07-01 15:02:11Z,XPEV,0,0,,0,-50.64599483,,Consumer Durables,-76.74418605,2021-07-01 14:54:40Z,8.248538645,100,-50.64599483,0.723055556,198230,-0.2808,,-50.64599483,679208f8-966c-4191-b4f5-55254223fa28,0,XPEV210702C00050000,2021-07-01 15:20:09Z,0.22,-,,2021-07-01 15:38:03Z,9220,call,-6.976744186,2021-07-01 20:05:45Z,-50.64599483,5.184722222,2425,0.2,0,,0.0209,0
118.9775,Halliburton Co.,,28,-97.08029197,FALSE,,-76.10949896,23.89,0.679,0.2528,,417452.1689,0.163649932,0.257777778,,Support Activities for Oil and Gas Operations,25.04583333,0.0644,,0.02,2021-09-17,premium,0.4487,0,0.0353,2021-07-06 14:02:35Z,142.6944444,2021-07-02 16:06:41Z,0,0.66,,2021-07-01 17:41:17Z,???,2021-07-07 13:45:36Z,-35.97674131,0.542740841,8,118.9775,2.6225,2021-07-01 15:19:24Z,HAL,0,0,,0,-2.00729927,,Energy,-97.08029197,2021-07-01 15:03:56Z,17.20385098,99.45725916,-49.49874307,119.8402778,3057634.5,-0.0101,,-2.00729927,3b66c3aa-fd84-44f9-90c9-b1591a3a8a12,0,HAL210917C00028000,2021-07-06 14:02:35Z,0.71,-,,2021-07-06 14:54:21Z,44637,call,12.40875912,2021-08-18 16:33:28Z,-60.67365331,1153.492222,180,0.77,0,,1.148,0
,SPDR Series Trust - SSgA SPDR Oil & Gas Exploration and Production,118.9688889,110,-3.878583474,TRUE,2021-07-06 17:04:59Z,83.15734406,98.87,14.8,-0.6751,430.7041667,38.39972222,27.15307626,0.252222222,166.7152778,,,0.0188,2021-07-01 15:19:27Z,14.25,2021-09-17,free,0.4181,948223.3119,0.1647,,,,23.74350087,14.75,2021-07-19 13:46:34Z,2021-08-20 13:46:54Z,????????,,23.57161231,98.96013865,8,,1198.709722,2021-07-01 15:19:27Z,XOP,89.16811092,100,2021-07-06 14:02:27Z,289346.6708,3.296795953,2021-07-07 14:35:16Z,Miscellaneous,71.33220911,2021-07-01 15:04:19Z,11.25720643,1.039861352,32.4358176,,1482500,-0.0439,143.5158333,3.296795953,bd7418f5-5426-404a-9659-dc1b57974590,96.53379549,XOP210917P00110000,,14.9,-,122.0111111,,1000,put,164.0809444,2021-07-01 17:41:20Z,52.73924664,2.616944444,20,39.15,962347.5969,2021-07-08 13:47:14Z,-17.4781,83.01559792
478.9816667,Interpublic Group Of Cos.  Inc.,454.6508333,30,-71.42857143,FALSE,2021-07-20 13:45:52Z,-16.26984127,33.03,0.3501,-0.1726,454.6508333,34902.15472,0.293055556,0.215277778,454.6508333,Advertising Agencies,478.9816667,0.0711,,0.1,2021-08-20,premium,0.2931,10529.77944,0.0313,2021-07-21 14:05:43Z,478.9816667,2021-07-21 14:05:43Z,9.259259259,0.3,2021-07-20 13:45:52Z,2021-07-20 14:04:20Z,????????,2021-07-21 14:05:43Z,14.28571429,21.2962963,-20,478.9816667,454.9586111,2021-07-01 15:19:44Z,IPG,21.2962963,0,2021-07-20 13:45:52Z,4563.678889,14.28571429,2021-07-20 13:45:52Z,Communication Services,-71.42857143,2021-07-01 15:06:49Z,-9.173478656,78.7037037,14.28571429,478.9816667,52500,-0.0091,454.6508333,14.28571429,e992111d-c49f-4f5a-b7f4-ff4ec8b4e451,21.2962963,IPG210820P00030000,2021-07-21 14:05:43Z,0.4,-,454.6508333,2021-07-21 14:05:43Z,1500,put,200,2021-07-21 14:05:43Z,-2.159468439,478.9816667,5,1.05,10529.77944,2021-07-20 13:45:52Z,-0.8331,21.2962963
,JPMorgan Chase & Co.,28.78833333,230,-10.74380165,FALSE,2021-07-02 19:57:01Z,19.03811709,156.57,0.6027,0.0452,,173620.6511,0.720180608,0.177777778,29.08916667,Commercial Banking,120.2777778,0.0027,,0.54,2022-06-17,premium,0.2277,42266.57833,0.1457,,,2021-07-06 15:26:23Z,0,0.55,,2021-07-07 18:22:24Z,???????,,9.472345836,68.63117871,281,,147.2113889,2021-07-01 15:20:23Z,JPM,15.87452471,0,2021-07-02 19:57:01Z,0,15.2892562,2021-07-02 20:15:04Z,Financial Services,65.2892562,2021-07-01 15:09:43Z,46.89915054,31.36882129,12.32782369,,121000,-0.0044,29.08916667,15.2892562,dd43bf7d-9b19-489b-b75c-d319d4ecb16e,45.62737643,JPM220617C00230000,,0.66,-,28.78833333,,2000,call,83.47107438,2021-08-06 16:03:27Z,12.40165786,864.8955556,97,1.11,207554.3661,2021-07-02 20:15:04Z,6.2338,3.041825095
262.8380556,Virgin Galactic Holdings Inc - Class A,22.86305556,50,-99.58333333,TRUE,2021-07-02 14:03:29Z,-37.55997475,45.23,4.825,0.4638,170.7552778,74559.25444,2.997121212,0.137777778,22.86305556,Small Arms Ammunition Manufacturing,0.436111111,0.0237,2021-07-02 14:03:29Z,0.02,2021-07-23,free,1.5004,8055.708889,0.0443,2021-07-12 14:01:59Z,263.1463889,2021-07-01 15:37:52Z,3.03030303,4.7,2021-07-08 17:57:01Z,2021-07-08 18:48:05Z,???????,2021-07-12 14:20:29Z,32.91127874,30,-48,262.8380556,171.6063889,2021-07-01 15:19:58Z,SPCE,17.87878788,8.787878788,2021-07-02 14:03:29Z,1737.448611,14.79700855,2021-07-02 14:03:29Z,Electronic Technology,-99.58333333,2021-07-01 15:11:42Z,10.54609772,70,-14.19543236,263.1463889,2292480,-0.1488,22.86305556,14.79700855,d7b26945-faf7-4595-9cb9-ade3b1be9328,28.18181818,SPCE210723C00050000,2021-07-12 14:01:59Z,4.9,-,22.86305556,2021-07-12 14:20:29Z,4776,call,140.625,2021-07-21 19:46:42Z,-37.55997475,484.5833333,791,11.55,9516.628611,2021-07-02 14:03:29Z,0.9828,14.54545455
456.0391667,Interpublic Group Of Cos.  Inc.,478.8852778,36,-69.23076923,TRUE,2021-07-21 14:05:43Z,96.47735442,33.03,0.325,0.1946,478.8852778,6953.63,0.638551402,0.118888889,478.8852778,Advertising Agencies,1.01,0.0874,2021-08-02 14:01:57Z,0.1,2021-08-20,premium,0.2574,88353.725,0.0337,2021-07-20 15:14:57Z,456.0391667,2021-07-01 16:13:12Z,25.23364486,0.25,2021-07-21 14:05:43Z,2021-08-02 15:27:25Z,???,2021-07-20 15:14:57Z,22.1719457,85.51401869,-20,456.0391667,768.2469444,2021-07-01 15:19:44Z,IPG,72.89719626,1.869158879,2021-07-21 14:05:43Z,35387.84722,22.1719457,2021-07-21 14:05:43Z,Communication Services,130.7692308,2021-07-01 15:12:36Z,8.991825613,14.48598131,22.1719457,456.0391667,48750,-0.0086,478.8852778,22.1719457,fab732b5-2237-4b51-a8b4-ad8632e63d12,85.51401869,IPG210820C00036000,2021-07-20 15:14:57Z,0.4,-,478.8852778,2021-07-20 15:14:57Z,1500,call,207.6923077,2021-07-20 15:14:57Z,49.28774929,456.0391667,101,1,97006.22778,2021-07-21 14:05:43Z,0.8392,66.35514019
166.415,Trade Desk Inc - Class A,,83,-92.85714286,FALSE,,-45.54730983,77.09,1.4,0.2753,,12824.35778,0.762337662,0.252222222,,Software Publishers,0.252222222,0.0382,,0.1,2021-07-16,premium,0.5551,0,0.0526,2021-07-08 13:47:14Z,166.415,2021-07-01 15:37:28Z,0,1.35,,2021-07-01 19:29:07Z,?????,2021-07-08 13:47:14Z,-33.61801242,0,-55,0.252222222,4.113055556,2021-07-01 15:37:28Z,TTD,0,0,,0,-4.464285714,,Commercial Services,-92.85714286,2021-07-01 15:22:20Z,7.66636399,100,-45.54730983,166.415,227920,-0.0954,,-4.464285714,12c327e9-7e40-498a-842c-9392172bebec,0,TTD210716C00083000,2021-07-01 15:37:28Z,1.45,-,,2021-07-08 13:47:14Z,1628,call,0,2021-07-14 15:57:28Z,-45.54730983,312.5855556,478,1.4,0,,0.827,0
