time_to_first_minus_thirty,company_name,time_to_first_plus_twenty,strike_price,low_return,ever_itm,time_to_first_plus_thirty_timestamp,avg_return,underlying_purchase_price,theo,delta,time_to_first_plus_hundred,time_spent_below_zero_in_hours,avg_ask,time_to_first_plus_ten,time_to_first_plus_fifty,industry_type,time_to_first_minus_ten,gamma,itm_time,low,expires_at,tier,implied_volatility,time_spent_above_fifty_in_hours,vega,time_to_first_minus_thirty_timestamp,time_to_first_minus_fifty,time_to_first_minus_ten_timestamp,amount_of_time_above_hundred_percent,bid,time_to_first_plus_hundred_timestamp,high_date_time,emojis,time_to_first_minus_fifty_timestamp,avg_seven_day_return,amount_of_time_above_zero_percent,days_to_expiry,time_to_first_minus_twenty,high_diff_time,time_to_first_plus_ten_timestamp,ticker_symbol,amount_of_time_above_thirty_percent,amount_of_time_above_itm_percent,time_to_first_plus_twenty_timestamp,time_spent_above_hundred_in_hours,avg_one_day_return,time_to_first_plus_fourty_timestamp,sector,current_return,alert_time,diff,amount_of_time_below_zero_percent,avg_fourteen_day_return,time_to_first_minus_fourty,buy_amount,theta,time_to_first_plus_fourty,avg_three_day_return,id,amount_of_time_above_ten_percent,option_symbol,time_to_first_minus_twenty_timestamp,ask,tags,time_to_first_plus_thirty,time_to_first_minus_fourty_timestamp,volume,option_type,high_return,low_date_time,avg_twentyone_day_return,low_diff_time,open_interest,high,time_spent_above_thirty_in_hours,time_to_first_plus_fifty_timestamp,rho,amount_of_time_above_fifty_percent
0.718611111,Apache Corp.,,22,-87.3015873,FALSE,,-64.72663139,19.25,0.315,0.2067,,17479.34083,0.111111111,0.151111111,,Crude Petroleum and Natural Gas Extraction,0.151111111,0.0984,,0.04,2021-08-20,free,0.6729,0,0.0123,2021-08-02 15:11:15Z,24.13305556,2021-08-02 14:37:12Z,0,0.28,,2021-08-02 14:37:12Z,??????,2021-08-03 14:36:07Z,-59.33484505,0,-21,0.434722222,0.151111111,2021-08-02 14:37:12Z,APA,0,0,,0,-37.47412008,,Energy,-84.12698413,2021-08-02 14:28:08Z,14.28571429,100,-64.72663139,1.288611111,31500,-0.0223,,-52.76469562,c942b226-ed05-4fbc-9f02-1cd4598af1c2,0,APA210820C00022000,2021-08-02 14:54:13Z,0.35,-,,2021-08-02 15:45:27Z,1000,call,-4.761904762,2021-08-09 17:05:32Z,-64.72663139,170.6233333,33,0.3,0,,0.1835,0
5.5425,Workhorse Group Inc,,14,-94.73684211,FALSE,,-71.57567833,11.57,0.3811,0.2544,,17109.40889,0.108012422,0.133055556,,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,0.133055556,0.1143,,0.02,2021-08-13,premium,1.3783,0,0.0065,2021-08-02 20:01:52Z,24.40027778,2021-08-02 14:37:18Z,0,0.37,,2021-08-02 14:54:18Z,???????????,2021-08-03 14:53:20Z,-63.62622658,0.621118012,-28,4.970833333,0.416388889,2021-08-02 14:37:18Z,WKHS,0,0,,0,-38.68980963,,Producer Manufacturing,-94.73684211,2021-08-02 14:29:19Z,21.00259291,99.37888199,-71.57567833,23.81472222,142082,-0.0399,,-56.43592677,a85b5794-773d-497a-a73c-c8781d87f851,0,WKHS210813C00014000,2021-08-02 19:27:34Z,0.39,-,,2021-08-03 14:18:12Z,3739,call,5.263157895,2021-08-11 14:35:58Z,-71.57567833,216.1108333,932,0.4,0,,0.0792,0
99.61416667,BlackRock Institutional Trust Company N.A. - BTC iShares MSCI Emerging,47.12777778,56,-82.08955224,FALSE,2021-08-04 13:45:43Z,-44.36446427,52.16,0.3365,0.1711,,282878.9544,0.186379045,0.252777778,,,23.67972222,0.0669,,0.06,2021-10-15,premium,0.1615,0,0.0597,2021-08-06 18:14:54Z,263.1308333,2021-08-03 14:18:50Z,0,0.32,,2021-08-04 14:04:59Z,?????????,2021-08-13 13:45:54Z,-2.557144348,8.782742681,35,96.29277778,47.44888889,2021-08-02 14:53:13Z,EEM,0.462249615,0,2021-08-04 13:45:43Z,0,5.30327088,,Miscellaneous,-58.20895522,2021-08-02 14:38:03Z,7.36196319,91.21725732,-21.40822605,239.6947222,213093.5,-0.0065,,8.129564941,1c5f33d9-c2a1-483a-818d-6dd76af7e87a,2.773497689,EEM211015C00056000,2021-08-06 14:55:37Z,0.35,-,47.12777778,2021-08-12 14:19:44Z,6361,call,40.29850746,2021-08-20 16:02:46Z,-38.48358209,433.4119444,327,0.47,142.2938889,,1.7464,0
23.38722222,NIO Inc - ADR,,54,-97.41935484,FALSE,,-63.67206426,46.22,0.77,0.196,,39084.36861,0.281541502,0.25,,Automobile Manufacturing,0.830833333,0.0362,,0.02,2021-08-20,free,0.7384,0,0.0286,2021-08-03 14:01:26Z,51.26055556,2021-08-02 15:28:03Z,0,0.75,,2021-08-02 15:10:16Z,????????????,2021-08-04 17:53:50Z,-44.23963134,0.790513834,-21,1.105277778,0.534444444,2021-08-02 14:53:12Z,NIO,0,0,,0,-24.94166095,,Consumer Durables,-97.41935484,2021-08-02 14:38:12Z,16.83254003,99.20948617,-63.67206426,24.23527778,404860,-0.0579,,-33.18071453,4067ee72-5ed3-462c-8947-f946b93163cc,0,NIO210820C00054000,2021-08-02 15:44:31Z,0.8,-,,2021-08-03 14:52:19Z,5224,call,9.677419355,2021-08-16 14:36:56Z,-63.67206426,335.9788889,729,0.85,0,,0.4148,0
99.03305556,Norwegian Cruise Line Holdings Ltd,4.486388889,23,-98.49056604,TRUE,2021-08-03 13:46:11Z,-46.58704056,24.36,1.3245,-0.3498,,280369.9531,0.707721713,0.213055556,23.35055556,Deep Sea Passenger Transportation,95.41194444,0.074,2021-08-03 14:01:44Z,0.02,2021-09-10,premium,0.6258,929.2938889,0.0296,2021-08-06 17:42:41Z,194.1019444,2021-08-06 14:05:25Z,0,1.27,,2021-08-03 16:35:26Z,?????????,2021-08-10 16:46:49Z,14.67977677,13.76146789,0,96.80861111,25.91222222,2021-08-02 14:53:29Z,NCLH,7.645259939,9.174311927,2021-08-02 19:09:53Z,0,35.28703332,2021-08-03 14:01:44Z,Consumer Discretionary,-98.49056604,2021-08-02 14:40:42Z,-5.582922824,86.23853211,-13.25651736,191.6180556,41207.5,-0.0236,23.35055556,32.54419067,3a533971-5a72-40e7-8869-77c10bfd93db,9.633027523,NCLH210910P00023000,2021-08-06 15:29:13Z,1.38,-,23.09138889,2021-08-10 14:17:47Z,311,put,75.8490566,2021-09-09 15:30:03Z,-16.82266132,912.8225,1,2.33,1980.701389,2021-08-03 14:01:44Z,-1.0595,3.211009174
,Newegg Commerce Inc,0.186944444,16.5,15.06849315,TRUE,2021-08-02 14:54:35Z,68.85632367,17.49,1.8251,0.6263,95.03722222,0,3.081627907,1.608611111,2.461388889,Surgical and Medical Instrument Manufacturing,,0.1051,2021-08-02 14:54:35Z,2.1,2021-08-06,premium,1.876,2271.440833,0.007,,,,11.62790698,1.7,2021-08-06 13:45:36Z,2021-08-06 19:21:36Z,????????,,68.85632367,100,-35,,100.6372222,2021-08-02 16:19:53Z,NEGG,81.39534884,100,2021-08-02 14:54:35Z,490.6875,44.34030281,2021-08-02 17:11:03Z,Manufacturing,113.6986301,2021-08-02 14:43:22Z,-5.660377358,0,68.85632367,,311162.5,-0.128,2.461388889,54.61584276,2191dc32-d260-4a6a-ab4e-0bc56c11cf32,95.34883721,NEGG210806C00016500,,1.95,-,0.186944444,,1705,call,124.6575342,2021-08-02 16:19:53Z,68.85632367,1.608611111,11,4.1,2396.396389,2021-08-02 17:11:03Z,0.1067,60.46511628
215.5438889,Virgin Galactic Holdings Inc - Class A,4.404444444,41,-69.14285714,FALSE,2021-08-06 14:21:59Z,-39.49536856,30.46,4.3737,0.432,,277595.8933,2.647077626,0.138888889,,Small Arms Ammunition Manufacturing,215.0216667,0.0207,,1.35,2022-01-21,free,0.9054,0,0.0822,2021-08-11 14:18:04Z,243.1102778,2021-08-11 13:46:44Z,0,4.3,,2021-08-06 14:21:59Z,????????,2021-08-12 17:52:03Z,12.5994006,18.56925419,133,215.2775,95.60916667,2021-08-02 14:53:46Z,SPCE,0.304414003,0,2021-08-02 19:09:42Z,0,7.939209726,2021-08-06 14:21:59Z,Electronic Technology,-63.42857143,2021-08-02 14:45:26Z,34.60275772,81.43074581,-10.99393939,216.9291667,1750875,-0.0214,95.60916667,8.77593985,b76dd7d7-9285-43e2-8865-292813502556,11.26331811,SPCE220121C00041000,2021-08-11 14:02:05Z,4.45,-,95.60916667,2021-08-11 15:41:11Z,4002,call,42.85714286,2021-09-03 18:30:02Z,-25.62916667,771.7433333,194,6.25,191.4997222,,4.1523,0
192.3580556,Advanced Micro Devices Inc.,3.533055556,102,-76.33440514,TRUE,2021-08-03 16:01:11Z,3.338270891,108.08,7.7729,0.7405,47.30972222,63673.09306,8.034550562,0.119722222,26.66916667,Semiconductor and Related Device Manufacturing,172.7472222,0.031,2021-08-02 14:53:11Z,1.84,2021-08-20,premium,0.4321,4221.038056,0.0783,2021-08-10 15:07:29Z,384.6744444,2021-08-09 19:30:50Z,6.741573034,7.65,2021-08-04 14:04:35Z,2021-08-04 15:09:18Z,???????????????,2021-08-18 15:26:28Z,52.36660446,42.13483146,-21,192.0830556,48.38833333,2021-08-02 14:53:11Z,AMD,24.43820225,100,2021-08-02 18:17:59Z,1228.141944,34.66511596,2021-08-03 16:51:31Z,Technology,-65.2733119,2021-08-02 14:46:00Z,-5.62546262,57.86516854,22.6907337,384.1397222,3277940,-0.0928,26.09194444,65.93670672,69ef6b0d-38ba-4666-9726-94cc49e033d6,35.11235955,AMD210820C00102000,2021-08-10 14:50:59Z,7.9,-,25.25305556,2021-08-18 14:54:23Z,4216,call,173.3118971,2021-08-19 14:04:38Z,3.338270891,407.3105556,793,21.25,5878.897222,2021-08-03 17:26:09Z,3.613,18.82022472
26.61861111,Roku Inc - Class A,0.955555556,470,-99.63963964,FALSE,2021-08-02 15:45:59Z,-41.84638246,420.84,5.525,0.2023,,4124.150833,3.227525773,0.101111111,,Cable and Other Subscription Programming,23.79666667,0.0055,,0.02,2021-08-06,premium,1.1351,0,0.1282,2021-08-03 17:25:46Z,48.09527778,2021-08-03 14:36:27Z,0,5.45,,2021-08-02 16:02:07Z,?????????????,2021-08-04 14:54:22Z,-41.84638246,20.6185567,-35,24.36638889,1.224444444,2021-08-02 14:54:43Z,ROKU,5.154639175,0,2021-08-02 15:45:59Z,0,-7.66724171,2021-08-02 16:02:07Z,Consumer Durables,-99.63963964,2021-08-02 14:48:39Z,11.68139911,79.3814433,-41.84638246,26.91833333,1424130,-1.7102,1.224444444,-40.63537221,4c65cd4e-8d23-4afc-92bb-c8cf2ca2be8a,14.43298969,ROKU210806C00470000,2021-08-03 15:10:38Z,5.65,-,0.955555556,2021-08-03 17:43:45Z,2566,call,45.94594595,2021-08-06 17:58:35Z,-41.84638246,99.16555556,804,8.1,10.99722222,,0.9292,0
47.15805556,Advanced Micro Devices Inc.,,88.5,-85.36585366,FALSE,,-41.94322271,108.3,0.2099,-0.0393,,57823.27778,0.119016393,0.252222222,,Semiconductor and Related Device Manufacturing,1.111666667,0.0067,,0.03,2021-08-20,premium,0.5255,0,0.0205,2021-08-04 14:04:35Z,169.6266667,2021-08-02 16:01:48Z,0,0.18,,2021-08-05 15:59:02Z,??????????????,2021-08-09 16:32:42Z,-12.12689749,2.62295082,-21,25.10138889,73.06555556,2021-08-02 15:10:14Z,AMD,0,0,,0,-7.83601453,,Technology,-85.36585366,2021-08-02 14:55:06Z,-18.28254848,97.37704918,-35.53470919,95.4675,45838,-0.0296,,-3.788271925,7e6a4000-9b2e-4bd3-b967-a0e346ee4c8a,0.327868852,AMD210820P00088500,2021-08-03 16:01:11Z,0.23,-,,2021-08-06 14:23:09Z,2236,put,31.70731707,2021-08-18 17:23:15Z,-41.94322271,386.4691667,641,0.27,0,,-0.2229,0
742.8333333,SSgA Active Trust - SSGA SPDR S&P 500,,391,-31.28390597,FALSE,,-14.20494641,440.36,11.0557,-0.2273,,277455.375,9.488932927,0.250277778,,,191.67,0.0039,,7.6,2022-02-18,free,0.2353,0,0.982,2021-09-02 13:45:16Z,,2021-08-10 14:35:28Z,0,11.03,,2021-08-19 18:46:17Z,?????,,-2.634074786,9.756097561,161,553.2019444,411.8502778,2021-08-02 15:10:17Z,SPY,0,0,,0,2.700934939,,Miscellaneous,-22.87522604,2021-08-02 14:55:16Z,-11.20901081,90.24390244,-7.40177544,,1165724,-0.0598,,0.114462699,73cadaef-b6e5-40c5-918f-4c2741b92d1c,0.152439024,SPY220218P00391000,2021-08-25 16:07:23Z,11.09,-,,,1054,put,10.75949367,2021-09-02 14:05:15Z,-7.238702732,743.1663889,238,12.25,0,,-60.9929,0
1.3475,Tesla Inc,,790,-98.88888889,FALSE,,-76.53061224,720.83,1.7946,0.0853,,4555.895278,0.42244898,0.210277778,,Automobile Manufacturing,0.781111111,0.0033,,0.02,2021-08-06,premium,0.6056,0,0.1213,2021-08-02 16:18:37Z,4.762777778,2021-08-02 15:44:38Z,0,1.78,,2021-08-02 15:10:23Z,??????????????,2021-08-02 19:43:32Z,-76.53061224,2.040816327,-35,1.3475,0.210277778,2021-08-02 15:10:23Z,TSLA,0,0,,0,-56.90821256,,Consumer Durables,-98.88888889,2021-08-02 14:57:46Z,9.595882524,97.95918367,-76.53061224,4.475555556,771300,-0.8653,,-75.32855436,3c985e2a-0bd1-4492-9472-f9f56d2caca7,0,TSLA210806C00790000,2021-08-02 16:18:37Z,1.82,-,,2021-08-02 19:26:18Z,4285,call,5.555555556,2021-08-06 14:21:57Z,-76.53061224,95.40305556,1135,1.9,0,,0.6941,0
70.99111111,SSgA Active Trust - SSgA SPDR Gold Shares,,187,-85.07462687,FALSE,,-55.50230499,169.79,0.67,0.11,,286130.0947,0.298134557,0.158055556,,,22.74777778,0.0145,,0.1,2021-10-15,free,0.17,0,0.144,2021-08-05 14:00:57Z,94.75861111,2021-08-03 13:46:21Z,0,0.66,,2021-08-04 13:46:43Z,??????????,2021-08-06 13:47:00Z,-29.42281599,2.293577982,35,48.42194444,46.75388889,2021-08-02 15:10:58Z,GLD,0,0,,0,-3.048586853,,Miscellaneous,-83.58208955,2021-08-02 15:01:29Z,10.13605042,97.70642202,-43.3966531,94.75861111,2432770,-0.0164,,-14.26551453,aae8177b-b104-4b0a-ab5a-ce98f1df3f82,0.305810398,GLD211015C00187000,2021-08-04 15:26:48Z,0.68,-,,2021-08-06 13:47:00Z,36310,call,19.40298507,2021-09-08 14:05:43Z,-47.61349502,887.0705556,252,0.8,0,,3.6639,0
0.453055556,Square Inc - Class A,,250,-98.36065574,FALSE,,-63.62704918,268.98,1.21,-0.1297,,5013.014722,0.44375,0.155833333,,Data Processing  Hosting  and Related Services,0.155833333,0.0117,,0.02,2021-08-06,premium,0.6237,0,0.0613,2021-08-02 15:28:48Z,3.561666667,2021-08-02 15:10:58Z,0,1.18,,2021-08-03 15:43:40Z,????????????????,2021-08-02 18:35:19Z,-63.62704918,0,-35,0.155833333,24.70083333,2021-08-02 15:10:58Z,SQ,0,0,,0,-40.77432857,,Technology Services,-98.36065574,2021-08-02 15:01:37Z,-7.056286713,100,-63.62704918,0.453055556,525698,-0.4509,,-59.56284153,ae7edb2b-718b-45e0-9f75-ad52e885e3d0,0,SQ210806P00250000,2021-08-02 15:10:58Z,1.26,-,,2021-08-02 15:28:48Z,4309,put,-9.836065574,2021-08-06 15:13:00Z,-63.62704918,96.18972222,1407,1.1,0,,-0.4198,0
