high_date_time,amount_of_time_above_fifty_percent,low_diff_time,time_to_first_minus_twenty_timestamp,tags,avg_ask,high_return,amount_of_time_above_hundred_percent,time_to_first_minus_ten,time_to_first_minus_ten_timestamp,amount_of_time_below_zero_percent,volume,emojis,alert_time,time_to_first_minus_fourty,delta,time_to_first_plus_ten,underlying_purchase_price,time_to_first_plus_hundred,time_to_first_plus_fourty_timestamp,days_to_expiry,gamma,avg_return,theta,open_interest,bid,vega,implied_volatility,time_to_first_plus_fifty_timestamp,time_to_first_minus_twenty,option_type,time_to_first_plus_twenty,time_to_first_plus_thirty_timestamp,amount_of_time_above_itm_percent,time_to_first_minus_thirty,tier,time_to_first_minus_fifty_timestamp,ever_itm,ask,low_return,strike_price,time_spent_above_hundred_in_hours,avg_one_day_return,low_date_time,ticker_symbol,time_to_first_minus_fourty_timestamp,current_return,avg_fourteen_day_return,time_spent_above_fifty_in_hours,high_diff_time,amount_of_time_above_zero_percent,time_to_first_plus_twenty_timestamp,sector,avg_three_day_return,low,industry_type,avg_seven_day_return,company_name,avg_twentyone_day_return,time_to_first_plus_thirty,buy_amount,high,option_symbol,theo,time_to_first_minus_thirty_timestamp,time_to_first_plus_fourty,time_to_first_plus_ten_timestamp,amount_of_time_above_ten_percent,time_spent_above_thirty_in_hours,id,diff,time_to_first_plus_hundred_timestamp,time_spent_below_zero_in_hours,time_to_first_plus_fifty,time_to_first_minus_fifty,amount_of_time_above_thirty_percent,itm_time,expires_at,rho
2021-04-14 19:10:47Z,0,316.7136111,2021-04-01 14:51:16Z,-,0.130337838,11.11111111,0,0.123055556,2021-04-01 14:35:21Z,100,860,??,2021-04-01 14:27:58Z,1.166944444,-0.1959,0.123055556,35.75,,,-11,0.099,-58.62290862,-0.018,15,0.21,0.0244,0.3157,,0.388333333,put,,,0,0.902222222,free,2021-04-01 17:11:09Z,FALSE,0.42,-84.12698413,33.5,0,-23.94755003,2021-04-01 14:35:21Z,KR,2021-04-01 15:37:59Z,-71.42857143,-58.62290862,0,0.123055556,0,,Retail Trade,-26.4957265,0.05,Supermarkets and Other Grocery (except Convenience) Stores,-54.80093677,Kroger Co.,-58.62290862,,27090,0.35,KR210423P00033500,0.315,2021-04-01 15:22:06Z,,2021-04-01 14:35:21Z,0,0,40fbed72-e365-4822-90a0-dcd1000d5e9a,-6.293706294,,21702.83778,,2.719722222,0,,2021-04-23,-0.4468
2021-04-01 16:40:26Z,0,2.177222222,2021-04-01 14:34:58Z,-,0.186956522,-16.66666667,0,0.086111111,2021-04-01 14:34:58Z,100,1000,???,2021-04-01 14:29:48Z,0.086111111,-0.2021,0.086111111,37.02,,,-25,0.1098,-37.68115942,-0.0437,22,0.15,0.0157,0.4608,,0.086111111,put,,,0,0.086111111,premium,2021-04-01 15:23:13Z,FALSE,0.45,-50,35,0,-37.68115942,2021-04-01 15:06:42Z,CAG,2021-04-01 14:34:58Z,-50,-37.68115942,0,0.615,0,,Consumer Non-Durables,-37.68115942,0.15,All Other Miscellaneous Food Manufacturing,-37.68115942,Conagra Brands Inc,-37.68115942,,30000,0.25,CAG210409P00035000,0.3003,2021-04-01 14:34:58Z,,2021-04-01 14:34:58Z,0,0,41641fbf-8b4b-435a-97ad-1c5c0e0e5a4a,-5.456509995,,67.70166667,,0.890277778,0,,2021-04-09,-0.1762
2021-04-23 16:15:50Z,0,529.6605556,2021-04-05 15:25:10Z,-,0.559434447,37.46130031,0,95.17166667,2021-04-05 13:46:30Z,93.83033419,353,?????,2021-04-01 14:36:12Z,120.6880556,0.8294,0.236666667,12.45,,,-11,0.145,-65.36009614,-0.0097,86,1.6,0.0078,0.5677,,96.81611111,call,95.99722222,2021-04-05 14:36:02Z,56.04113111,97.33277778,premium,2021-04-08 13:45:49Z,TRUE,1.63,-98.76160991,11,0,4.869124683,2021-04-05 14:36:02Z,SQQQ,2021-04-06 15:17:29Z,-98.76160991,-52.93620302,0,95.99722222,6.16966581,2021-04-05 14:36:02Z,Miscellaneous,4.718266254,0.02,,-32.56266853,ProShares Trust - ProShares UltraPro Short QQQ,-63.7745863,95.99722222,57009.5,2.22,SQQQ210423C00011000,1.6184,2021-04-05 15:56:10Z,,2021-04-01 14:50:24Z,0.771208226,192.2838889,f6e62bf9-46b8-4705-8a2b-55bc70a8e2c4,-11.64658635,,114055.1758,,167.1602778,0.514138817,2021-04-01 14:50:24Z,2021-04-23,0.5312
2021-04-28 15:10:00Z,0,648.5608333,2021-04-26 14:58:25Z,-,3.356749049,39.39393939,0,529.9330556,2021-04-23 16:32:20Z,48.66920152,1054,???????,2021-04-01 14:36:21Z,648.5608333,-0.1619,0.234722222,15.88,,,199,0.0128,1.719668165,-0.0101,159,3.2,0.0311,1.5133,,600.3677778,put,337.6769444,2021-04-16 13:46:06Z,0,604.9466667,free,,FALSE,3.4,-39.39393939,10,0,5.23415978,2021-04-21 14:03:19Z,MVIS,2021-04-28 15:10:00Z,-15.15151515,7.533162955,0,479.4494444,51.33079848,2021-04-15 16:16:58Z,Electronic Technology,5.011655012,2,Electromedical and Electrotherapeutic Apparatus Manufacturing,4.024242424,Microvision Inc.,11.5967366,359.1625,347820,4.6,MVIS211119P00010000,3.3006,2021-04-26 19:33:09Z,,2021-04-01 14:50:26Z,23.95437262,838.6119444,c7b9e730-72f0-46fd-a95e-32e5563f48c0,-37.02770781,,118892.595,,,0.380228137,,2021-11-19,-3.7362
2021-04-01 17:11:55Z,0,2.552222222,2021-04-01 15:06:22Z,-,0.595454545,46.15384615,0,0.459722222,2021-04-01 15:06:22Z,100,500,?????,2021-04-01 14:38:47Z,2.552222222,-0.1543,0.196666667,36.15,,,17,0.0323,-8.391608392,-0.0174,5,0.35,0.0319,0.5481,,0.459722222,put,,,0,0.735,premium,,FALSE,0.95,-15.38461538,30,0,-8.391608392,2021-04-01 14:50:35Z,FOXA,2021-04-01 17:11:55Z,-7.692307692,-8.391608392,0,0.196666667,0,,Consumer Services,-8.391608392,0.55,Television Broadcasting,-8.391608392,Fox Corporation - Class A,-8.391608392,,32500,0.95,FOXA210521P00030000,0.6505,2021-04-01 15:22:53Z,,2021-04-01 14:50:35Z,0,0,654450c8-31b8-40a8-99d4-8dc5db889485,-17.01244813,,64.23666667,,,0,,2021-05-21,-0.8576
2021-04-21 16:41:21Z,0,481.9994444,2021-04-01 15:06:57Z,-,0.034415888,28.57142857,0,0.426111111,2021-04-01 15:06:57Z,100,5000,???,2021-04-01 14:41:23Z,0.426111111,0.0322,0.161111111,54.15,,,73,0.0124,-50.83444593,-0.0019,158,0.05,0.0211,0.1988,,0.426111111,call,,,0,0.426111111,premium,2021-04-01 15:37:46Z,FALSE,0.09,-71.42857143,66,0,-49.35064935,2021-04-01 14:51:03Z,EEM,2021-04-01 15:06:57Z,-28.57142857,-51.00193924,0,0.161111111,0,,,-45.05494505,0.02,,-53.94285714,BlackRock Institutional Trust Company N.A. - BTC iShares MSCI Emerging,-53.31125828,,35000,0.09,EEM210716C00066000,0.0705,2021-04-01 15:06:57Z,,2021-04-01 14:51:03Z,0,0,1a254b70-fc9d-4aad-9f17-dfd30052fafc,21.88365651,,160654.7953,,0.939722222,0,,2021-07-16,0.4871
2021-04-28 14:20:39Z,0,647.6197222,2021-04-05 15:40:36Z,-,0.177121495,26.08695652,0,96.95222222,2021-04-05 15:40:36Z,98.5046729,1164,????????,2021-04-01 14:43:28Z,121.0925,-0.0372,0.130555556,140.77,,,3,0.0028,-61.4953271,-0.0322,15,0.44,0.0361,0.645,,96.95222222,put,2.974722222,,0,96.95222222,free,2021-04-06 15:49:01Z,FALSE,0.48,-95.65217391,100,0,6.52173913,2021-04-01 17:41:57Z,AMAT,2021-04-06 15:49:01Z,-91.30434783,-39.16521739,0,2.974722222,1.495327103,2021-04-01 17:41:57Z,Producer Manufacturing,4.933110368,0.02,Semiconductor and Related Device Manufacturing,-21.24824684,Applied Materials Inc.,-48.76028202,,53544,0.58,AMAT210507P00100000,0.4589,2021-04-05 15:40:36Z,,2021-04-01 14:51:18Z,0.934579439,0,596407b6-4c9f-4e7b-9ee7-61bc1840c658,-28.96213682,,212349.6283,,121.0925,0,,2021-05-07,-0.5661
2021-04-12 14:18:48Z,41.93548387,263.5797222,2021-04-12 14:18:48Z,-,5.093567362,128.1690141,7.400379507,167.3172222,2021-04-08 14:03:03Z,22.58064516,9385,???,2021-04-01 14:44:01Z,,0.6399,0.122222222,33.69,600.2430556,2021-04-06 14:10:29Z,17,0.0559,43.48077077,-0.0247,2026,3.5,0.0468,0.5345,2021-04-14 15:58:04Z,263.5797222,call,95.32777778,2021-04-05 15:09:03Z,100,,premium,,TRUE,3.6,-18.87323944,32,25029.93194,-1.600512164,2021-04-29 13:45:44Z,FCX,,94.36619718,15.91606318,124898.4028,671.0286111,77.41935484,2021-04-05 14:03:41Z,Non-Energy Minerals,1.295774648,2.88,Copper  Nickel  Lead  and Zinc Mining,12.90507271,Freeport-McMoRan Inc,24.70847,96.41722222,3331675,8.1,FCX210521C00032000,3.525,,119.4411111,2021-04-01 14:51:21Z,69.25996205,145108.6733,db084346-3235-468a-a985-2a2cd6850c13,-5.016325319,2021-04-26 14:58:36Z,24111.38306,313.2341667,,53.51043643,2021-04-01 14:51:21Z,2021-05-21,2.4835
2021-04-01 16:10:28Z,0,1.3975,2021-04-01 15:22:33Z,-,0.146428571,27.27272727,0,0.350277778,2021-04-01 15:07:38Z,92.85714286,3896,?????????????,2021-04-01 14:46:37Z,0.598888889,0.1722,0.350277778,50.06,,,-33,0.0831,-46.75324675,-1.5277,421,0.25,0.0034,2.3213,,0.598888889,call,,,0,0.598888889,premium,2021-04-01 15:22:33Z,FALSE,0.3,-63.63636364,53,0,-46.75324675,2021-04-01 14:51:45Z,QS,2021-04-01 15:22:33Z,-63.63636364,-46.75324675,0,0.085555556,7.142857143,,,-46.75324675,0.1,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,-46.75324675,QuantumScape Corp - Class A,-46.75324675,,107140,0.35,QS210401C00053000,0.2756,2021-04-01 15:22:33Z,,2021-04-01 15:07:38Z,7.142857143,0,f5d4b6f5-225a-43de-b2ad-de6d672accce,5.872952457,,24.69888889,,0.598888889,0,,2021-04-01,0.0058
2021-04-27 16:30:30Z,0,625.6363889,2021-04-26 15:35:42Z,-,1.802359551,21.95121951,0,312.8172222,2021-04-14 15:41:21Z,58.05243446,607,?????,2021-04-01 14:52:19Z,,-0.2307,0.242222222,19.29,,,164,0.0296,-2.311135471,-0.0079,145,1.81,0.0431,0.7253,,600.7230556,put,,,0,,free,,FALSE,1.88,-28.45528455,15,0,0.890437476,2021-04-21 13:46:18Z,CLF,,-25.74525745,5.149051491,0,478.8997222,41.94756554,,Non-Energy Minerals,1.400180668,1.32,Iron Ore Mining,7.081038552,Cleveland-Cliffs Inc,4.558705047,,111991.5,2.25,CLF211015P00015000,1.845,,,2021-04-01 15:06:51Z,14.41947566,0,572ef8df-f060-4110-963a-7d0cd01614ae,-22.23950233,,150448.2644,,,0,,2021-10-15,-3.399
2021-04-01 15:37:41Z,2.611940299,0.748333333,,-,4.461865672,53.50223547,0,,,0.186567164,13792,??????,2021-04-01 14:52:47Z,,0.0957,0.234444444,399.17,,2021-04-12 15:38:35Z,591,0.0021,32.99152524,-0.0103,4298,3.35,0.8835,0.1575,2021-04-16 13:45:51Z,,call,121.4663889,2021-04-09 15:55:47Z,0,,premium,,FALSE,3.36,-0.745156483,525,0,1.653537719,2021-04-16 19:45:41Z,SPY,,32.04172876,29.05397783,5078.068056,364.8816667,99.81343284,2021-04-06 16:20:46Z,,2.68852459,3.33,,17.7538003,SSgA Active Trust - SSGA SPDR S&P 500,31.49528068,193.05,4627216,5.15,SPY221216C00525000,3.4195,,264.7633333,2021-04-01 15:06:51Z,95.89552239,179490.3981,305a5e1d-8193-46d5-89b5-26b815b6606c,31.52291004,,0.748333333,358.8844444,,69.21641791,,2022-12-16,59.5258
2021-04-29 17:22:00Z,0,674.4436111,2021-04-01 17:58:05Z,-,0.822441176,15.87301587,0,1.503333333,2021-04-01 16:25:35Z,98.23529412,10026,???????,2021-04-01 14:55:23Z,291.7677778,-0.2111,0.183888889,41.01,,,73,0.0308,-34.72689076,-0.0127,1449,1.16,0.0639,0.4242,,3.045,put,,,0,287.1025,premium,2021-04-14 14:21:09Z,FALSE,1.36,-64.28571429,35,0,-9.372637944,2021-04-05 17:15:27Z,USO,2021-04-13 18:41:27Z,-60.31746032,-23.15832316,0,98.33444444,1.764705882,,,-9.371184371,0.45,,-8.386243386,United States Commodity Funds LLC - United States Oil Fund,-26.37587822,,1263276,1.46,USO210716P00035000,1.2587,2021-04-13 14:01:32Z,,2021-04-01 15:06:25Z,0,0,f4607829-54c0-429c-93a6-2c7276e2e577,-14.6549622,,126546.4039,,311.4294444,0,,2021-07-16,-2.8839
2021-04-05 14:20:23Z,62.06896552,95.37333333,2021-04-05 14:20:23Z,-,2.453586207,981.0810811,54.48275862,0.399444444,2021-04-01 15:21:57Z,24.13793103,6030,?????,2021-04-01 14:57:59Z,95.37333333,0.2095,0.150555556,53.7,119.2116667,2021-04-06 14:10:41Z,-25,0.0592,342.0876048,-0.0849,603,0.54,0.0232,0.6026,2021-04-06 14:10:41Z,95.37333333,call,119.2116667,2021-04-06 14:10:41Z,51.03448276,95.37333333,premium,2021-04-05 14:20:23Z,TRUE,0.57,-49.54954955,58,13206.32361,4.332904333,2021-04-09 14:35:54Z,SNAP,2021-04-05 14:20:23Z,872.972973,342.0876048,14570.63361,191.6319444,75.86206897,2021-04-06 14:10:41Z,Technology Services,-0.623700624,0.28,Software Publishers,258.3711712,Snap Inc - Class A,342.0876048,119.2116667,334665,6,SNAP210409C00058000,0.5521,2021-04-05 14:20:23Z,119.2116667,2021-04-01 15:07:01Z,71.03448276,15683.92139,20c9111d-1195-4fc1-bb6a-458475c74748,8.00744879,2021-04-06 14:10:41Z,2377.7375,119.2116667,95.37333333,68.27586207,2021-04-07 14:03:28Z,2021-04-09,0.2416
2021-04-26 19:51:23Z,0.186567164,604.8661111,2021-04-06 14:10:41Z,-,0.092985075,156.4102564,0.186567164,95.07166667,2021-04-05 14:03:43Z,99.81343284,2234,??????????,2021-04-01 14:59:25Z,148.0477778,-0.0259,0.126666667,53.7,166.7741667,2021-04-08 13:45:52Z,17,0.0034,-52.31534635,-0.0105,167,0.17,0.012,0.881,2021-04-08 13:45:52Z,119.1877778,put,166.7741667,2021-04-08 13:45:52Z,0,121.3630556,free,2021-04-08 15:40:12Z,FALSE,0.22,-89.74358974,30,166.7741667,5.738705739,2021-04-08 13:45:52Z,SNAP,2021-04-07 19:02:17Z,-79.48717949,-32.96410256,166.7741667,166.7741667,0.186567164,2021-04-08 13:45:52Z,Technology Services,5.719921105,0.02,Software Publishers,-14.5025641,Snap Inc - Class A,-37.53791012,166.7741667,43563,0.5,SNAP210521P00030000,0.1946,2021-04-06 16:21:12Z,166.7741667,2021-04-01 15:07:01Z,0.186567164,166.7741667,5dec7995-96ed-4a8e-980c-de3cb40a8be3,-44.13407821,2021-04-08 13:45:52Z,212770.2947,166.7741667,168.6797222,0.186567164,,2021-05-21,-0.2185
2021-04-06 16:51:43Z,12.85714286,121.8494444,2021-04-06 15:00:56Z,-,3.340357143,90.29126214,0,119.7461111,2021-04-06 14:45:31Z,19.28571429,342,??????,2021-04-01 15:00:45Z,,-0.6659,0.105833333,31.18,,2021-04-01 17:57:13Z,-25,0.1001,29.72260749,-0.0802,5,2.4,0.0171,0.7759,2021-04-05 15:56:22Z,120.0030556,put,0.619722222,2021-04-01 17:26:37Z,100,121.8494444,premium,,TRUE,2.75,-33.98058252,33,0,35.04854369,2021-04-09 20:04:24Z,VIPS,,90.29126214,29.72260749,3195.220556,197.0608333,80.71428571,2021-04-01 15:37:56Z,Retail Trade,35.46000925,1.7,Electronic Shopping,23.38187702,Vipshop Holdings Ltd - ADR,29.72260749,2.431111111,88065,4.9,VIPS210409P00033000,2.5759,2021-04-06 16:51:43Z,2.941111111,2021-04-01 15:07:06Z,76.42857143,5829.99,ef98a8db-28b6-4de5-b633-2d9326f1ee95,5.837075048,,3413.410556,96.92694444,,30.71428571,2021-04-01 15:07:06Z,2021-04-09,-0.5272
